Date,Hour,Live Congestion Level [%],Average congestion level in 2019 [%],Average congestion level in 2018 [%],Weekday
2021-03-22,00:00,1,1,1,Mon
2021-03-22,01:00,2,0,1,Mon
2021-03-22,02:00,1,0,1,Mon
2021-03-22,03:00,1,0,0,Mon
2021-03-22,04:00,4,0,0,Mon
2021-03-22,05:00,2,0,0,Mon
2021-03-22,06:00,5,10,8,Mon
2021-03-22,07:00,16,36,34,Mon
2021-03-22,08:00,27,39,39,Mon
2021-03-22,09:00,27,19,17,Mon
2021-03-22,10:00,15,17,14,Mon
2021-03-22,11:00,17,19,16,Mon
2021-03-22,12:00,19,22,18,Mon
2021-03-22,13:00,19,20,17,Mon
2021-03-22,14:00,20,20,17,Mon
2021-03-22,15:00,31,31,26,Mon
2021-03-22,16:00,39,48,40,Mon
2021-03-22,17:00,39,37,31,Mon
2021-03-22,18:00,22,15,12,Mon
2021-03-22,19:00,13,11,9,Mon
2021-03-22,20:00,10,9,7,Mon
2021-03-22,21:00,7,7,5,Mon
2021-03-22,22:00,4,4,3,Mon
2021-03-22,23:00,2,2,1,Mon
2021-03-23,00:00,1,1,0,Tue
2021-03-23,01:00,0,0,1,Tue
2021-03-23,02:00,1,1,2,Tue
2021-03-23,03:00,2,0,3,Tue
2021-03-23,04:00,2,0,1,Tue
2021-03-23,05:00,2,0,0,Tue
2021-03-23,06:00,5,12,11,Tue
2021-03-23,07:00,19,42,40,Tue
2021-03-23,08:00,28,51,48,Tue
2021-03-23,09:00,29,26,24,Tue
2021-03-23,10:00,15,19,17,Tue
2021-03-23,11:00,15,21,19,Tue
2021-03-23,12:00,20,25,21,Tue
2021-03-23,13:00,20,23,20,Tue
2021-03-23,14:00,21,23,20,Tue
2021-03-23,15:00,36,36,31,Tue
2021-03-23,16:00,41,59,53,Tue
2021-03-23,17:00,41,49,44,Tue
2021-03-23,18:00,24,19,17,Tue
2021-03-23,19:00,14,12,11,Tue
2021-03-23,20:00,12,9,9,Tue
2021-03-23,21:00,8,7,7,Tue
2021-03-23,22:00,5,4,4,Tue
2021-03-23,23:00,3,2,1,Tue
2021-03-24,00:00,3,1,1,Wed
2021-03-24,01:00,1,0,1,Wed
2021-03-24,02:00,1,0,3,Wed
2021-03-24,03:00,1,0,2,Wed
2021-03-24,04:00,1,0,1,Wed
2021-03-24,05:00,0,0,0,Wed
2021-03-24,06:00,6,12,10,Wed
2021-03-24,07:00,18,42,40,Wed
2021-03-24,08:00,27,49,47,Wed
2021-03-24,09:00,21,24,22,Wed
2021-03-24,10:00,15,19,17,Wed
2021-03-24,11:00,17,22,19,Wed
2021-03-24,12:00,21,25,22,Wed
2021-03-24,13:00,22,23,20,Wed
2021-03-24,14:00,21,23,20,Wed
2021-03-24,15:00,32,38,33,Wed
2021-03-24,16:00,39,62,55,Wed
2021-03-24,17:00,38,52,46,Wed
2021-03-24,18:00,22,22,17,Wed
2021-03-24,19:00,14,13,11,Wed
2021-03-24,20:00,12,10,9,Wed
2021-03-24,21:00,9,8,7,Wed
2021-03-24,22:00,5,5,4,Wed
2021-03-24,23:00,3,2,1,Wed
2021-03-25,00:00,3,0,0,Thu
2021-03-25,01:00,3,0,0,Thu
2021-03-25,02:00,1,0,2,Thu
2021-03-25,03:00,1,0,2,Thu
2021-03-25,04:00,2,0,1,Thu
2021-03-25,05:00,2,0,0,Thu
2021-03-25,06:00,7,11,10,Thu
2021-03-25,07:00,17,40,38,Thu
2021-03-25,08:00,30,47,45,Thu
2021-03-25,09:00,31,25,23,Thu
2021-03-25,10:00,16,20,19,Thu
2021-03-25,11:00,18,23,22,Thu
2021-03-25,12:00,21,27,25,Thu
2021-03-25,13:00,21,24,22,Thu
2021-03-25,14:00,19,25,22,Thu
2021-03-25,15:00,31,42,33,Thu
2021-03-25,16:00,37,66,53,Thu
2021-03-25,17:00,37,57,43,Thu
2021-03-25,18:00,22,25,18,Thu
2021-03-25,19:00,13,16,12,Thu
2021-03-25,20:00,11,12,9,Thu
2021-03-25,21:00,8,9,8,Thu
2021-03-25,22:00,5,5,4,Thu
2021-03-25,23:00,3,2,2,Thu
2021-03-26,00:00,2,1,1,Fri
2021-03-26,01:00,1,0,0,Fri
2021-03-26,02:00,1,0,1,Fri
2021-03-26,03:00,1,0,0,Fri
2021-03-26,04:00,2,0,0,Fri
2021-03-26,05:00,2,0,0,Fri
2021-03-26,06:00,6,8,8,Fri
2021-03-26,07:00,15,28,28,Fri
2021-03-26,08:00,25,32,32,Fri
2021-03-26,09:00,31,19,19,Fri
2021-03-26,10:00,18,20,19,Fri
2021-03-26,11:00,19,24,22,Fri
2021-03-26,12:00,23,30,27,Fri
2021-03-26,13:00,22,28,25,Fri
2021-03-26,14:00,22,28,25,Fri
2021-03-26,15:00,39,39,35,Fri
2021-03-26,16:00,39,49,45,Fri
2021-03-26,17:00,37,36,34,Fri
2021-03-26,18:00,25,20,19,Fri
2021-03-26,19:00,14,14,13,Fri
2021-03-26,20:00,17,11,10,Fri
2021-03-26,21:00,10,10,9,Fri
2021-03-26,22:00,7,7,7,Fri
2021-03-26,23:00,4,4,3,Fri
2021-03-27,00:00,3,2,2,Sat
2021-03-27,01:00,2,0,1,Sat
2021-03-27,02:00,2,0,0,Sat
2021-03-27,03:00,2,0,0,Sat
2021-03-27,04:00,3,0,0,Sat
2021-03-27,05:00,2,0,0,Sat
2021-03-27,06:00,2,0,0,Sat
2021-03-27,07:00,2,1,2,Sat
2021-03-27,08:00,3,5,4,Sat
2021-03-27,09:00,6,10,9,Sat
2021-03-27,10:00,12,16,13,Sat
2021-03-27,11:00,16,20,16,Sat
2021-03-27,12:00,19,24,18,Sat
2021-03-27,13:00,19,24,19,Sat
2021-03-27,14:00,19,22,18,Sat
2021-03-27,15:00,19,22,18,Sat
2021-03-27,16:00,16,19,15,Sat
2021-03-27,17:00,13,17,14,Sat
2021-03-27,18:00,11,15,12,Sat
2021-03-27,19:00,10,11,9,Sat
2021-03-27,20:00,10,9,7,Sat
2021-03-27,21:00,9,8,7,Sat
2021-03-27,22:00,6,6,5,Sat
2021-03-27,23:00,4,4,3,Sat
2021-03-28,00:00,3,2,1,Sun
2021-03-28,01:00,1,0,0,Sun
2021-03-28,02:00,1,0,0,Sun
2021-03-28,03:00,2,0,0,Sun
2021-03-28,04:00,2,0,0,Sun
2021-03-28,05:00,1,0,0,Sun
2021-03-28,06:00,1,0,0,Sun
2021-03-28,07:00,1,0,0,Sun
2021-03-28,08:00,1,2,1,Sun
2021-03-28,09:00,3,6,4,Sun
2021-03-28,10:00,7,9,8,Sun
2021-03-28,11:00,14,13,10,Sun
2021-03-28,12:00,17,18,14,Sun
2021-03-28,13:00,18,19,15,Sun
2021-03-28,14:00,20,18,14,Sun
2021-03-28,15:00,23,16,13,Sun
2021-03-28,16:00,23,14,11,Sun
2021-03-28,17:00,11,12,9,Sun
2021-03-28,18:00,8,9,7,Sun
2021-03-28,19:00,7,7,6,Sun
2021-03-28,20:00,6,6,5,Sun
2021-03-28,21:00,5,5,4,Sun
2021-03-28,22:00,4,3,3,Sun
2021-03-28,23:00,4,2,1,Sun
2021-03-29,00:00,2,1,1,Mon
2021-03-29,01:00,3,0,1,Mon
2021-03-29,02:00,3,0,1,Mon
2021-03-29,03:00,3,0,0,Mon
2021-03-29,04:00,3,0,0,Mon
2021-03-29,05:00,3,0,0,Mon
2021-03-29,06:00,8,10,8,Mon
2021-03-29,07:00,18,36,34,Mon
2021-03-29,08:00,25,39,39,Mon
2021-03-29,09:00,26,19,17,Mon
2021-03-29,10:00,14,17,14,Mon
2021-03-29,11:00,14,19,16,Mon
2021-03-29,12:00,16,22,18,Mon
2021-03-29,13:00,16,20,17,Mon
2021-03-29,14:00,17,20,17,Mon
2021-03-29,15:00,28,31,26,Mon
2021-03-29,16:00,30,48,40,Mon
2021-03-29,17:00,28,37,31,Mon
2021-03-29,18:00,15,15,12,Mon
2021-03-29,19:00,10,11,9,Mon
2021-03-29,20:00,10,9,7,Mon
2021-03-29,21:00,7,7,5,Mon
2021-03-29,22:00,5,4,3,Mon
2021-03-29,23:00,3,2,1,Mon
2021-03-30,00:00,2,1,0,Tue
2021-03-30,01:00,0,0,1,Tue
2021-03-30,02:00,1,1,2,Tue
2021-03-30,03:00,1,0,3,Tue
2021-03-30,04:00,4,0,1,Tue
2021-03-30,05:00,1,0,0,Tue
2021-03-30,06:00,6,12,11,Tue
2021-03-30,07:00,21,42,40,Tue
2021-03-30,08:00,37,51,48,Tue
2021-03-30,09:00,36,26,24,Tue
2021-03-30,10:00,17,19,17,Tue
2021-03-30,11:00,19,21,19,Tue
2021-03-30,12:00,22,25,21,Tue
2021-03-30,13:00,22,23,20,Tue
2021-03-30,14:00,22,23,20,Tue
2021-03-30,15:00,36,36,31,Tue
2021-03-30,16:00,52,59,53,Tue
2021-03-30,17:00,55,49,44,Tue
2021-03-30,18:00,29,19,17,Tue
2021-03-30,19:00,15,12,11,Tue
2021-03-30,20:00,13,9,9,Tue
2021-03-30,21:00,9,7,7,Tue
2021-03-30,22:00,5,4,4,Tue
2021-03-30,23:00,2,2,1,Tue
2021-03-31,00:00,2,1,1,Wed
2021-03-31,01:00,1,0,1,Wed
2021-03-31,02:00,1,0,3,Wed
2021-03-31,03:00,1,0,2,Wed
2021-03-31,04:00,2,0,1,Wed
2021-03-31,05:00,1,0,0,Wed
2021-03-31,06:00,7,12,10,Wed
2021-03-31,07:00,24,42,40,Wed
2021-03-31,08:00,31,49,47,Wed
2021-03-31,09:00,30,24,22,Wed
2021-03-31,10:00,17,19,17,Wed
2021-03-31,11:00,21,22,19,Wed
2021-03-31,12:00,24,25,22,Wed
2021-03-31,13:00,24,23,20,Wed
2021-03-31,14:00,25,23,20,Wed
2021-03-31,15:00,38,38,33,Wed
2021-03-31,16:00,43,62,55,Wed
2021-03-31,17:00,42,52,46,Wed
2021-03-31,18:00,24,22,17,Wed
2021-03-31,19:00,15,13,11,Wed
2021-03-31,20:00,13,10,9,Wed
2021-03-31,21:00,9,8,7,Wed
2021-03-31,22:00,5,5,4,Wed
2021-03-31,23:00,3,2,1,Wed
2021-04-01,00:00,1,0,0,Thu
2021-04-01,01:00,2,0,0,Thu
2021-04-01,02:00,2,0,2,Thu
2021-04-01,03:00,3,0,2,Thu
2021-04-01,04:00,4,0,1,Thu
2021-04-01,05:00,2,0,0,Thu
2021-04-01,06:00,6,11,10,Thu
2021-04-01,07:00,21,40,38,Thu
2021-04-01,08:00,27,47,45,Thu
2021-04-01,09:00,27,25,23,Thu
2021-04-01,10:00,20,20,19,Thu
2021-04-01,11:00,23,23,22,Thu
2021-04-01,12:00,28,27,25,Thu
2021-04-01,13:00,30,24,22,Thu
2021-04-01,14:00,33,25,22,Thu
2021-04-01,15:00,37,42,33,Thu
2021-04-01,16:00,36,66,53,Thu
2021-04-01,17:00,34,57,43,Thu
2021-04-01,18:00,23,25,18,Thu
2021-04-01,19:00,16,16,12,Thu
2021-04-01,20:00,12,12,9,Thu
2021-04-01,21:00,10,9,8,Thu
2021-04-01,22:00,7,5,4,Thu
2021-04-01,23:00,5,2,2,Thu
2021-04-02,00:00,2,1,1,Fri
2021-04-02,01:00,1,0,0,Fri
2021-04-02,02:00,2,0,1,Fri
2021-04-02,03:00,2,0,0,Fri
2021-04-02,04:00,2,0,0,Fri
2021-04-02,05:00,2,0,0,Fri
2021-04-02,06:00,2,8,8,Fri
2021-04-02,07:00,0,28,28,Fri
2021-04-02,08:00,1,32,32,Fri
2021-04-02,09:00,5,19,19,Fri
2021-04-02,10:00,6,20,19,Fri
2021-04-02,11:00,7,24,22,Fri
2021-04-02,12:00,8,30,27,Fri
2021-04-02,13:00,10,28,25,Fri
2021-04-02,14:00,10,28,25,Fri
2021-04-02,15:00,10,39,35,Fri
2021-04-02,16:00,9,49,45,Fri
2021-04-02,17:00,8,36,34,Fri
2021-04-02,18:00,8,20,19,Fri
2021-04-02,19:00,7,14,13,Fri
2021-04-02,20:00,7,11,10,Fri
2021-04-02,21:00,7,10,9,Fri
2021-04-02,22:00,5,7,7,Fri
2021-04-02,23:00,4,4,3,Fri
2021-04-03,00:00,3,2,2,Sat
2021-04-03,01:00,2,0,1,Sat
2021-04-03,02:00,2,0,0,Sat
2021-04-03,03:00,3,0,0,Sat
2021-04-03,04:00,2,0,0,Sat
2021-04-03,05:00,1,0,0,Sat
2021-04-03,06:00,1,0,0,Sat
2021-04-03,07:00,0,1,2,Sat
2021-04-03,08:00,5,5,4,Sat
2021-04-03,09:00,10,10,9,Sat
2021-04-03,10:00,17,16,13,Sat
2021-04-03,11:00,23,20,16,Sat
2021-04-03,12:00,24,24,18,Sat
2021-04-03,13:00,24,24,19,Sat
2021-04-03,14:00,24,22,18,Sat
2021-04-03,15:00,23,22,18,Sat
2021-04-03,16:00,19,19,15,Sat
2021-04-03,17:00,13,17,14,Sat
2021-04-03,18:00,11,15,12,Sat
2021-04-03,19:00,10,11,9,Sat
2021-04-03,20:00,9,9,7,Sat
2021-04-03,21:00,8,8,7,Sat
2021-04-03,22:00,5,6,5,Sat
2021-04-03,23:00,5,4,3,Sat
2021-04-04,00:00,4,2,1,Sun
2021-04-04,01:00,2,0,0,Sun
2021-04-04,02:00,1,0,0,Sun
2021-04-04,03:00,1,0,0,Sun
2021-04-04,04:00,0,0,0,Sun
2021-04-04,05:00,2,0,0,Sun
2021-04-04,06:00,2,0,0,Sun
2021-04-04,07:00,3,0,0,Sun
2021-04-04,08:00,4,2,1,Sun
2021-04-04,09:00,9,6,4,Sun
2021-04-04,10:00,18,9,8,Sun
2021-04-04,11:00,18,13,10,Sun
2021-04-04,12:00,13,18,14,Sun
2021-04-04,13:00,8,19,15,Sun
2021-04-04,14:00,7,18,14,Sun
2021-04-04,15:00,7,16,13,Sun
2021-04-04,16:00,7,14,11,Sun
2021-04-04,17:00,6,12,9,Sun
2021-04-04,18:00,5,9,7,Sun
2021-04-04,19:00,6,7,6,Sun
2021-04-04,20:00,7,6,5,Sun
2021-04-04,21:00,6,5,4,Sun
2021-04-04,22:00,5,3,3,Sun
2021-04-04,23:00,3,2,1,Sun
2021-04-05,00:00,3,1,1,Mon
2021-04-05,01:00,2,0,1,Mon
2021-04-05,02:00,3,0,1,Mon
2021-04-05,03:00,7,0,0,Mon
2021-04-05,04:00,8,0,0,Mon
2021-04-05,05:00,7,0,0,Mon
2021-04-05,06:00,9,10,8,Mon
2021-04-05,07:00,17,36,34,Mon
2021-04-05,08:00,17,39,39,Mon
2021-04-05,09:00,10,19,17,Mon
2021-04-05,10:00,11,17,14,Mon
2021-04-05,11:00,15,19,16,Mon
2021-04-05,12:00,17,22,18,Mon
2021-04-05,13:00,18,20,17,Mon
2021-04-05,14:00,17,20,17,Mon
2021-04-05,15:00,16,31,26,Mon
2021-04-05,16:00,16,48,40,Mon
2021-04-05,17:00,15,37,31,Mon
2021-04-05,18:00,10,15,12,Mon
2021-04-05,19:00,8,11,9,Mon
2021-04-05,20:00,8,9,7,Mon
2021-04-05,21:00,6,7,5,Mon
2021-04-05,22:00,3,4,3,Mon
2021-04-05,23:00,2,2,1,Mon
2021-04-06,00:00,0,1,0,Tue
2021-04-06,01:00,0,0,1,Tue
2021-04-06,02:00,2,1,2,Tue
2021-04-06,03:00,2,0,3,Tue
2021-04-06,04:00,2,0,1,Tue
2021-04-06,05:00,1,0,0,Tue
2021-04-06,06:00,8,12,11,Tue
2021-04-06,07:00,20,42,40,Tue
2021-04-06,08:00,23,51,48,Tue
2021-04-06,09:00,23,26,24,Tue
2021-04-06,10:00,15,19,17,Tue
2021-04-06,11:00,17,21,19,Tue
2021-04-06,12:00,19,25,21,Tue
2021-04-06,13:00,18,23,20,Tue
2021-04-06,14:00,20,23,20,Tue
2021-04-06,15:00,30,36,31,Tue
2021-04-06,16:00,33,59,53,Tue
2021-04-06,17:00,32,49,44,Tue
2021-04-06,18:00,18,19,17,Tue
2021-04-06,19:00,12,12,11,Tue
2021-04-06,20:00,11,9,9,Tue
2021-04-06,21:00,9,7,7,Tue
2021-04-06,22:00,5,4,4,Tue
2021-04-06,23:00,3,2,1,Tue
2021-04-07,00:00,1,1,1,Wed
2021-04-07,01:00,1,0,1,Wed
2021-04-07,02:00,1,0,3,Wed
2021-04-07,03:00,2,0,2,Wed
2021-04-07,04:00,3,0,1,Wed
2021-04-07,05:00,3,0,0,Wed
2021-04-07,06:00,9,12,10,Wed
2021-04-07,07:00,18,42,40,Wed
2021-04-07,08:00,24,49,47,Wed
2021-04-07,09:00,24,24,22,Wed
2021-04-07,10:00,14,19,17,Wed
2021-04-07,11:00,16,22,19,Wed
2021-04-07,12:00,21,25,22,Wed
2021-04-07,13:00,21,23,20,Wed
2021-04-07,14:00,21,23,20,Wed
2021-04-07,15:00,33,38,33,Wed
2021-04-07,16:00,38,62,55,Wed
2021-04-07,17:00,39,52,46,Wed
2021-04-07,18:00,22,22,17,Wed
2021-04-07,19:00,13,13,11,Wed
2021-04-07,20:00,11,10,9,Wed
2021-04-07,21:00,10,8,7,Wed
2021-04-07,22:00,5,5,4,Wed
2021-04-07,23:00,4,2,1,Wed
2021-04-08,00:00,2,0,0,Thu
2021-04-08,01:00,1,0,0,Thu
2021-04-08,02:00,1,0,2,Thu
2021-04-08,03:00,2,0,2,Thu
2021-04-08,04:00,3,0,1,Thu
2021-04-08,05:00,0,0,0,Thu
2021-04-08,06:00,5,11,10,Thu
2021-04-08,07:00,17,40,38,Thu
2021-04-08,08:00,24,47,45,Thu
2021-04-08,09:00,22,25,23,Thu
2021-04-08,10:00,16,20,19,Thu
2021-04-08,11:00,18,23,22,Thu
2021-04-08,12:00,22,27,25,Thu
2021-04-08,13:00,23,24,22,Thu
2021-04-08,14:00,23,25,22,Thu
2021-04-08,15:00,32,42,33,Thu
2021-04-08,16:00,46,66,53,Thu
2021-04-08,17:00,56,57,43,Thu
2021-04-08,18:00,41,25,18,Thu
2021-04-08,19:00,17,16,12,Thu
2021-04-08,20:00,13,12,9,Thu
2021-04-08,21:00,10,9,8,Thu
2021-04-08,22:00,6,5,4,Thu
2021-04-08,23:00,4,2,2,Thu
2021-04-09,00:00,2,1,1,Fri
2021-04-09,01:00,1,0,0,Fri
2021-04-09,02:00,0,0,1,Fri
2021-04-09,03:00,2,0,0,Fri
2021-04-09,04:00,3,0,0,Fri
2021-04-09,05:00,1,0,0,Fri
2021-04-09,06:00,5,8,8,Fri
2021-04-09,07:00,15,28,28,Fri
2021-04-09,08:00,23,32,32,Fri
2021-04-09,09:00,24,19,19,Fri
2021-04-09,10:00,17,20,19,Fri
2021-04-09,11:00,19,24,22,Fri
2021-04-09,12:00,25,30,27,Fri
2021-04-09,13:00,25,28,25,Fri
2021-04-09,14:00,26,28,25,Fri
2021-04-09,15:00,38,39,35,Fri
2021-04-09,16:00,43,49,45,Fri
2021-04-09,17:00,42,36,34,Fri
2021-04-09,18:00,25,20,19,Fri
2021-04-09,19:00,18,14,13,Fri
2021-04-09,20:00,15,11,10,Fri
2021-04-09,21:00,12,10,9,Fri
2021-04-09,22:00,9,7,7,Fri
2021-04-09,23:00,6,4,3,Fri
2021-04-10,00:00,4,2,2,Sat
2021-04-10,01:00,2,0,1,Sat
2021-04-10,02:00,2,0,0,Sat
2021-04-10,03:00,2,0,0,Sat
2021-04-10,04:00,1,0,0,Sat
2021-04-10,05:00,0,0,0,Sat
2021-04-10,06:00,0,0,0,Sat
2021-04-10,07:00,1,1,2,Sat
2021-04-10,08:00,4,5,4,Sat
2021-04-10,09:00,7,10,9,Sat
2021-04-10,10:00,13,16,13,Sat
2021-04-10,11:00,19,20,16,Sat
2021-04-10,12:00,22,24,18,Sat
2021-04-10,13:00,23,24,19,Sat
2021-04-10,14:00,24,22,18,Sat
2021-04-10,15:00,23,22,18,Sat
2021-04-10,16:00,21,19,15,Sat
2021-04-10,17:00,17,17,14,Sat
2021-04-10,18:00,14,15,12,Sat
2021-04-10,19:00,12,11,9,Sat
2021-04-10,20:00,11,9,7,Sat
2021-04-10,21:00,9,8,7,Sat
2021-04-10,22:00,7,6,5,Sat
2021-04-10,23:00,5,4,3,Sat
2021-04-11,00:00,3,2,1,Sun
2021-04-11,01:00,2,0,0,Sun
2021-04-11,02:00,2,0,0,Sun
2021-04-11,03:00,0,0,0,Sun
2021-04-11,04:00,1,0,0,Sun
2021-04-11,05:00,0,0,0,Sun
2021-04-11,06:00,0,0,0,Sun
2021-04-11,07:00,0,0,0,Sun
2021-04-11,08:00,2,2,1,Sun
2021-04-11,09:00,4,6,4,Sun
2021-04-11,10:00,8,9,8,Sun
2021-04-11,11:00,12,13,10,Sun
2021-04-11,12:00,16,18,14,Sun
2021-04-11,13:00,19,19,15,Sun
2021-04-11,14:00,19,18,14,Sun
2021-04-11,15:00,19,16,13,Sun
2021-04-11,16:00,17,14,11,Sun
2021-04-11,17:00,12,12,9,Sun
2021-04-11,18:00,9,9,7,Sun
2021-04-11,19:00,7,7,6,Sun
2021-04-11,20:00,6,6,5,Sun
2021-04-11,21:00,5,5,4,Sun
2021-04-11,22:00,3,3,3,Sun
2021-04-11,23:00,2,2,1,Sun
2021-04-12,00:00,1,1,1,Mon
2021-04-12,01:00,0,0,1,Mon
2021-04-12,02:00,1,0,1,Mon
2021-04-12,03:00,2,0,0,Mon
2021-04-12,04:00,4,0,0,Mon
2021-04-12,05:00,3,0,0,Mon
2021-04-12,06:00,4,10,8,Mon
2021-04-12,07:00,18,36,34,Mon
2021-04-12,08:00,27,39,39,Mon
2021-04-12,09:00,26,19,17,Mon
2021-04-12,10:00,14,17,14,Mon
2021-04-12,11:00,16,19,16,Mon
2021-04-12,12:00,19,22,18,Mon
2021-04-12,13:00,19,20,17,Mon
2021-04-12,14:00,19,20,17,Mon
2021-04-12,15:00,30,31,26,Mon
2021-04-12,16:00,36,48,40,Mon
2021-04-12,17:00,36,37,31,Mon
2021-04-12,18:00,20,15,12,Mon
2021-04-12,19:00,12,11,9,Mon
2021-04-12,20:00,9,9,7,Mon
2021-04-12,21:00,8,7,5,Mon
2021-04-12,22:00,4,4,3,Mon
2021-04-12,23:00,2,2,1,Mon
2021-04-13,00:00,2,1,0,Tue
2021-04-13,01:00,1,0,1,Tue
2021-04-13,02:00,2,1,2,Tue
2021-04-13,03:00,2,0,3,Tue
2021-04-13,04:00,3,0,1,Tue
2021-04-13,05:00,3,0,0,Tue
2021-04-13,06:00,5,12,11,Tue
2021-04-13,07:00,19,42,40,Tue
2021-04-13,08:00,29,51,48,Tue
2021-04-13,09:00,30,26,24,Tue
2021-04-13,10:00,16,19,17,Tue
2021-04-13,11:00,17,21,19,Tue
2021-04-13,12:00,19,25,21,Tue
2021-04-13,13:00,19,23,20,Tue
2021-04-13,14:00,20,23,20,Tue
2021-04-13,15:00,29,36,31,Tue
2021-04-13,16:00,35,59,53,Tue
2021-04-13,17:00,37,49,44,Tue
2021-04-13,18:00,22,19,17,Tue
2021-04-13,19:00,10,12,11,Tue
2021-04-13,20:00,9,9,9,Tue
2021-04-13,21:00,8,7,7,Tue
2021-04-13,22:00,5,4,4,Tue
2021-04-13,23:00,4,2,1,Tue
2021-04-14,00:00,2,1,1,Wed
2021-04-14,01:00,1,0,1,Wed
2021-04-14,02:00,2,0,3,Wed
2021-04-14,03:00,3,0,2,Wed
2021-04-14,04:00,3,0,1,Wed
2021-04-14,05:00,3,0,0,Wed
2021-04-14,06:00,9,12,10,Wed
2021-04-14,07:00,27,42,40,Wed
2021-04-14,08:00,34,49,47,Wed
2021-04-14,09:00,33,24,22,Wed
2021-04-14,10:00,16,19,17,Wed
2021-04-14,11:00,19,22,19,Wed
2021-04-14,12:00,22,25,22,Wed
2021-04-14,13:00,22,23,20,Wed
2021-04-14,14:00,24,23,20,Wed
2021-04-14,15:00,36,38,33,Wed
2021-04-14,16:00,44,62,55,Wed
2021-04-14,17:00,43,52,46,Wed
2021-04-14,18:00,24,22,17,Wed
2021-04-14,19:00,14,13,11,Wed
2021-04-14,20:00,10,10,9,Wed
2021-04-14,21:00,9,8,7,Wed
2021-04-14,22:00,6,5,4,Wed
2021-04-14,23:00,3,2,1,Wed
2021-04-15,00:00,2,0,0,Thu
2021-04-15,01:00,0,0,0,Thu
2021-04-15,02:00,0,0,2,Thu
2021-04-15,03:00,3,0,2,Thu
2021-04-15,04:00,4,0,1,Thu
2021-04-15,05:00,4,0,0,Thu
2021-04-15,06:00,7,11,10,Thu
2021-04-15,07:00,27,40,38,Thu
2021-04-15,08:00,34,47,45,Thu
2021-04-15,09:00,32,25,23,Thu
2021-04-15,10:00,18,20,19,Thu
2021-04-15,11:00,20,23,22,Thu
2021-04-15,12:00,22,27,25,Thu
2021-04-15,13:00,22,24,22,Thu
2021-04-15,14:00,25,25,22,Thu
2021-04-15,15:00,44,42,33,Thu
2021-04-15,16:00,52,66,53,Thu
2021-04-15,17:00,52,57,43,Thu
2021-04-15,18:00,29,25,18,Thu
2021-04-15,19:00,16,16,12,Thu
2021-04-15,20:00,12,12,9,Thu
2021-04-15,21:00,10,9,8,Thu
2021-04-15,22:00,7,5,4,Thu
2021-04-15,23:00,4,2,2,Thu
2021-04-16,00:00,3,1,1,Fri
2021-04-16,01:00,3,0,0,Fri
2021-04-16,02:00,2,0,1,Fri
2021-04-16,03:00,3,0,0,Fri
2021-04-16,04:00,4,0,0,Fri
2021-04-16,05:00,3,0,0,Fri
2021-04-16,06:00,8,8,8,Fri
2021-04-16,07:00,23,28,28,Fri
2021-04-16,08:00,27,32,32,Fri
2021-04-16,09:00,27,19,19,Fri
2021-04-16,10:00,19,20,19,Fri
2021-04-16,11:00,22,24,22,Fri
2021-04-16,12:00,27,30,27,Fri
2021-04-16,13:00,27,28,25,Fri
2021-04-16,14:00,27,28,25,Fri
2021-04-16,15:00,38,39,35,Fri
2021-04-16,16:00,41,49,45,Fri
2021-04-16,17:00,40,36,34,Fri
2021-04-16,18:00,21,20,19,Fri
2021-04-16,19:00,14,14,13,Fri
2021-04-16,20:00,12,11,10,Fri
2021-04-16,21:00,11,10,9,Fri
2021-04-16,22:00,7,7,7,Fri
2021-04-16,23:00,6,4,3,Fri
2021-04-17,00:00,5,2,2,Sat
2021-04-17,01:00,3,0,1,Sat
2021-04-17,02:00,3,0,0,Sat
2021-04-17,03:00,1,0,0,Sat
2021-04-17,04:00,3,0,0,Sat
2021-04-17,05:00,4,0,0,Sat
2021-04-17,06:00,3,0,0,Sat
2021-04-17,07:00,1,1,2,Sat
2021-04-17,08:00,3,5,4,Sat
2021-04-17,09:00,6,10,9,Sat
2021-04-17,10:00,11,16,13,Sat
2021-04-17,11:00,14,20,16,Sat
2021-04-17,12:00,16,24,18,Sat
2021-04-17,13:00,20,24,19,Sat
2021-04-17,14:00,19,22,18,Sat
2021-04-17,15:00,18,22,18,Sat
2021-04-17,16:00,17,19,15,Sat
2021-04-17,17:00,16,17,14,Sat
2021-04-17,18:00,14,15,12,Sat
2021-04-17,19:00,11,11,9,Sat
2021-04-17,20:00,9,9,7,Sat
2021-04-17,21:00,8,8,7,Sat
2021-04-17,22:00,8,6,5,Sat
2021-04-17,23:00,6,4,3,Sat
2021-04-18,00:00,5,2,1,Sun
2021-04-18,01:00,3,0,0,Sun
2021-04-18,02:00,1,0,0,Sun
2021-04-18,03:00,0,0,0,Sun
2021-04-18,04:00,0,0,0,Sun
2021-04-18,05:00,1,0,0,Sun
2021-04-18,06:00,0,0,0,Sun
2021-04-18,07:00,0,0,0,Sun
2021-04-18,08:00,1,2,1,Sun
2021-04-18,09:00,3,6,4,Sun
2021-04-18,10:00,7,9,8,Sun
2021-04-18,11:00,10,13,10,Sun
2021-04-18,12:00,13,18,14,Sun
2021-04-18,13:00,15,19,15,Sun
2021-04-18,14:00,16,18,14,Sun
2021-04-18,15:00,16,16,13,Sun
